tourists,tourists,population,turiști,turisták
truck_work_object,truck,work_object,camion,teherautó
tow_truck_work_object,tow truck,work_object,autovehicul de remorcare,autómentő
tower_crane_work_object,tower crane,work_object,macara turn,toronydaru
toy_product,toy,product,jucărie,játék
trade_work_object,trade,work_object,comerț,kereskedelem
trading_task,trading,task,tranzacționare,kereskedés
traditional_industry,traditional,industry,industrie tradițională,hagyományos ipar
traditional_chinese_medicine_knowledge_domain,traditional chinese medicine,knowledge_domain,medicină tradițională chineză,hagyományos kínai orvoslás
traffic_industry,traffic,industry,trafic rutier,forgalmi ipar
train_product,train,product,tren,vonat
train_work_object,train,work_object,tren,vonat
training,training,task,instruire,képzés
tram_work_object,tram,work_object,tramvai,villamos
tramway_work_object,tramway,work_object,linie de tramvai,villamospálya
transfer,transfer,task,transfer,átvitel
transformation_task,transformation,task,transformare,átalakítás
translation,translation,knowledge_domain,traducere,fordítás
transmission_task,transmission,task,transmisie,átvitel
transport,transport,industry,transporturi,szállítás
travel,travel,knowledge_domain,turism și călătorii,utazás
treatment,treatment,task,tratament,kezelés
trial_industry,trial,industry,studii clinice,klinikai kísérleti ipar
trolley_bus_work_object,trolley bus,work_object,troleibuz,trolibusz
troubleshooting,troubleshooting,task,depanare,hibaelhárítás
truck_knowledge_domain,truck,knowledge_domain,camioane,teherautók
truck_product,truck,product,camion,teherautó
trust_industry,trust,industry,administrare fiduciară,trösztipar
tufting_task,tufting,task,tufting,tűzés
tumbling_task,tumbling,task,lustruire prin rostogolire,koptatás
tunnel_work_object,tunnel,work_object,tunel,alagút
tunnel_kiln_work_object,tunnel kiln,work_object,cuptor tunel,alagútkemence
turning_task,turning,task,strunjire,esztergálás
twisting_task,twisting,task,rasucire,sodrás
tyre_work_object,tyre,work_object,anvelopă,gumiabroncs
underground_heavy_work_object,underground heavy,work_object,utilaje grele subterane,felszín alatti nehézgép
underwater_industry,underwater,industry,lucrări subacvatice,víz alatti ipar
unit_work_object,unit,work_object,unitate,egység
university,university,venue,universitate,egyetem
upsetting_task,upsetting,task,refulare,duzzasztás
urban_work_object,urban,work_object,mediu urban,városi környezet
usability,usability,task,utilizabilitate,használhatóság
user_experience_knowledge_domain,user experience,knowledge_domain,experiența utilizatorului,felhasználói élmény
user_interface_work_object,user interface,work_object,interfață utilizator,felhasználói felület
utility_work_object,utility,work_object,utilități publice,közmű
v_belt_work_object,v belt,work_object,curea trapezoidală,ékszíj
vacuum_work_object,vacuum,work_object,vid,vákuum
van_task,van,task,conducere dubă,furgonvezetés
variety_knowledge_domain,variety,knowledge_domain,varietate de soiuri,fajta-ismeret
varnish_work_object,varnish,work_object,lac,lakkozás
vegetable_knowledge_domain,vegetable,knowledge_domain,legume,zöldségek
vegetable_product,vegetable,product,legumă,zöldség
vehicle_product,vehicle,product,vehicul,jármű
vehicle_work_object,vehicle,work_object,vehicul,jármű
vehicles_product,vehicles,product,vehicule,járművek
vehicles_work_object,vehicles,work_object,vehicule,járművek
vending_task,vending,task,vânzare automată,automatás értékesítés
veneer_work_object,veneer,work_object,furnir,furnér
veneer_slicer_work_object,veneer slicer,work_object,feliator de furnir,furnérhasító
ventilation_task,ventilation,task,ventilare,szellőztetés
venue_knowledge_domain,venue,knowledge_domain,locații de evenimente,rendezvényhelyszín-ismeret
vessel_knowledge_domain,vessel,knowledge_domain,nave maritime,hajóismeret
vessel_product,vessel,product,navă,hajó
vessel_work_object,vessel,work_object,navă,hajó
veterinary,veterinary,industry,veterinar,állatorvosi
victim_task,victim,task,asistență victime,áldozatsegítés
video_knowledge_domain,video,knowledge_domain,producție video,videógyártás
video_product,video,product,video,videó
video_work_object,video,work_object,video,videó
vineyard,vineyard,venue,podgorie,szőlőskert
violence_industry,violence,industry,prevenirea violenței,erőszak-megelőzési ipar
violin_work_object,violin,work_object,vioară,hegedű
vision_task,vision,task,viziune strategică,jövőképalkotás
visitor_industry,visitor,industry,servicii pentru vizitatori,látogatói ipar
visual,visual,knowledge_domain,arte vizuale,vizuális művészetek
viticulture_work_object,viticulture,work_object,viticultură,szőlészet
vocational,vocational,industry,învățământ profesional,szakképzési ipar
voice_over_knowledge_domain,voice over,knowledge_domain,voice-over,narráció
volunteer_work_object,volunteer,work_object,voluntar,önkéntes
volunteering_task,volunteering,task,voluntariat,önkéntesség
waiting_task,waiting,task,servire la masă,felszolgálás
wall_product,wall,product,perete,fal
warehouse,warehouse,venue,depozit,raktár
warfare_knowledge_domain,warfare,knowledge_domain,artă militară,hadviselés
wash_work_object,wash,work_object,spălare,mosás
waste_knowledge_domain,waste,knowledge_domain,gestiune deșeuri,hulladékgazdálkodás
waste_product,waste,product,deșeu,hulladék
waste_work_object,waste,work_object,deșeuri,hulladék
wastewater_work_object,wastewater,work_object,ape uzate,szennyvíz
watch_work_object,watch,work_object,ceas,karóra
watche_knowledge_domain,watche,knowledge_domain,ceasornicărie,óraipar
watche_product,watche,product,ceas,karóra
water_knowledge_domain,water,knowledge_domain,resurse de apă,vízgazdálkodás
water_product,water,product,apă,víz
water_work_object,water,work_object,apă,víz
water_based_work_object,water based,work_object,produse pe bază de apă,vízbázisú
water_network_work_object,water network,work_object,rețea de apă,vízhálózat
waterway_industry,waterway,industry,căi navigabile,víziúti ipar
wave_work_object,wave,work_object,undă,hullám
wearing_task,wearing,task,purtare echipament,viselés
weaving_task,weaving,task,țesere,szövés
web_work_object,web,work_object,web,web
web_content_work_object,web content,work_object,conținut web,webtartalom
wedding_task,wedding,task,organizare nunți,esküvőszervezés
weight_work_object,weight,work_object,greutate,súly
weight_loss_knowledge_domain,weight loss,knowledge_domain,scădere în greutate,súlycsökkentés
welding,welding,task,sudare,hegesztés
welfare,welfare,industry,asistență socială,jóléti szektor
wholesale,wholesale,channel,comerț cu ridicata,nagykereskedelem
wicker_furniture_work_object,wicker furniture,work_object,mobilier din răchită,vesszőbútor
wig_work_object,wig,work_object,perucă,paróka
wind_knowledge_domain,wind,knowledge_domain,energie eoliană,szélenergia
winding_task,winding,task,înfășurare,tekercselés
window_work_object,window,work_object,fereastră,ablak
wine_work_object,wine,work_object,vin,bor
wire_work_object,wire,work_object,sârmă,huzal
wire_harness_work_object,wire harness,work_object,fascicul de cabluri,kábelkorbács
wood_knowledge_domain,wood,knowledge_domain,lemn,faipar
wood_product,wood,product,produs din lemn,fatermék
wood_work_object,wood,work_object,lemn,fa
wood_pallet_work_object,wood pallet,work_object,palet din lemn,faraklap
wood_product_work_object,wood product,work_object,produs din lemn,fatermék
wooden_furniture_work_object,wooden furniture,work_object,mobilier din lemn,fabútor
work,work,task,muncă,munka
workshop_venue,workshop,venue,ateliere,műhely
writing,writing,task,redactare,írás
yard,yard,venue,curte,udvar
young_industry,young,industry,tineret,ifjúsági ipar
youth,youth,population,tineri,fiatalok
zoo,zoo,venue,grădină zoologică,állatkert
zoology_knowledge_domain,zoology,knowledge_domain,zoologie,zoológia
